          ;      261395;   ;Filtro    ;Inicio                                  ;23112015      ;161647;190.21.123.199 ;OK ;                    ;Inicio de filtrado                                                      
          ;      261395;   ;Filtro    ;tbk_param.txt                           ;23112015      ;161647;190.21.123.199 ;OK ;                    ;Archivo parseado                                                        
          ;      261395;   ;Filtro    ;Terminado                               ;23112015      ;161647;190.21.123.199 ;OK ;                    ;Datos Filtrados con exito                                               
830620740 ;      261395;   ;pago      ;inicio                                  ;23112015      ;161647;190.21.123.199 ;OK ;597026007976        ;Parseo realizado                                                        
830620740 ;      261395;   ;pago      ;https://certificacion.webpay.cl         ;23112015      ;161647;190.21.123.199 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
830620740 ;      261395;   ;pago      ;https://certificacion.webpay.cl         ;23112015      ;161647;190.21.123.199 ;OK ;597026007976        ;Mac generado                                                            
830620740 ;      261395;   ;pago      ;https://certificacion.webpay.cl         ;23112015      ;161647;190.21.123.199 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
830620740 ;      261395;   ;pago      ;https://certificacion.webpay.cl         ;23112015      ;161647;190.21.123.199 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
830620740 ;      261395;   ;pago      ;https://certificacion.webpay.cl         ;23112015      ;161647;190.21.123.199 ;OK ;597026007976        ;Datos listos para ser enviados                                          
830620740 ;      261395;   ;pago      ;https://certificacion.webpay.cl         ;23112015      ;161647;190.21.123.199 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
830620740 ;      261395;   ;pago      ;https://certificacion.webpay.cl         ;23112015      ;161649;190.21.123.199 ;OK ;597026007976        ;Datos validados                                                         
830620740 ;      261395;   ;pago      ;https://certificacion.webpay.cl         ;23112015      ;161649;190.21.123.199 ;OK ;597026007976        ;Token=ebcdf1c1eae79d80a3070b33a1f16a67e0982bdfad22dd8ee6dca10afe0fedef  
830620740 ;      261395;   ;pago      ;https://certificacion.webpay.cl         ;23112015      ;161649;190.21.123.199 ;OK ;597026007976        ;Redireccion web                                                         
830620740 ;      261395;   ;pago      ;https://certificacion.webpay.cl         ;23112015      ;161649;190.21.123.199 ;OK ;597026007976        ;Todo OK                                                                 
          ;      261461;   ;resultado ;Desencriptando                          ;23112015      ;161723;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;      261461;   ;resultado ;Validacion                              ;23112015      ;161723;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
