          ;      645371;   ;Filtro    ;Inicio                                  ;19112015      ;123302;200.112.53.83  ;OK ;                    ;Inicio de filtrado                                                      
          ;      645371;   ;Filtro    ;tbk_param.txt                           ;19112015      ;123302;200.112.53.83  ;OK ;                    ;Archivo parseado                                                        
          ;      645371;   ;Filtro    ;Terminado                               ;19112015      ;123302;200.112.53.83  ;OK ;                    ;Datos Filtrados con exito                                               
794718214 ;      645371;   ;pago      ;inicio                                  ;19112015      ;123302;200.112.53.83  ;OK ;597026007976        ;Parseo realizado                                                        
794718214 ;      645371;   ;pago      ;https://certificacion.webpay.cl         ;19112015      ;123302;200.112.53.83  ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
794718214 ;      645371;   ;pago      ;https://certificacion.webpay.cl         ;19112015      ;123302;200.112.53.83  ;OK ;597026007976        ;Mac generado                                                            
794718214 ;      645371;   ;pago      ;https://certificacion.webpay.cl         ;19112015      ;123302;200.112.53.83  ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
794718214 ;      645371;   ;pago      ;https://certificacion.webpay.cl         ;19112015      ;123302;200.112.53.83  ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
794718214 ;      645371;   ;pago      ;https://certificacion.webpay.cl         ;19112015      ;123302;200.112.53.83  ;OK ;597026007976        ;Datos listos para ser enviados                                          
794718214 ;      645371;   ;pago      ;https://certificacion.webpay.cl         ;19112015      ;123302;200.112.53.83  ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
794718214 ;      645371;   ;pago      ;https://certificacion.webpay.cl         ;19112015      ;123304;200.112.53.83  ;OK ;597026007976        ;Datos validados                                                         
794718214 ;      645371;   ;pago      ;https://certificacion.webpay.cl         ;19112015      ;123304;200.112.53.83  ;OK ;597026007976        ;Token=e5fab4e0f6c2ac9cbdc5d958e6f3a3df322bf99570aa5d22d0c9a8f8207e794f  
794718214 ;      645371;   ;pago      ;https://certificacion.webpay.cl         ;19112015      ;123304;200.112.53.83  ;OK ;597026007976        ;Redireccion web                                                         
794718214 ;      645371;   ;pago      ;https://certificacion.webpay.cl         ;19112015      ;123304;200.112.53.83  ;OK ;597026007976        ;Todo OK                                                                 
          ;      645708;   ;resultado ;Desencriptando                          ;19112015      ;123506;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;      645708;   ;resultado ;Validacion                              ;19112015      ;123506;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;      645708;   ;resultado ;30019                                   ;19112015      ;123506;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;      645708;   ;resultado ;30019                                   ;19112015      ;123506;200.10.12.55   ;OK ;                    ;http://staging.booksandbits.cl/compras/cierre                           
