          ;      468963;   ;Filtro    ;Inicio                                  ;21122015      ;133422;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      468963;   ;Filtro    ;tbk_param.txt                           ;21122015      ;133422;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      468963;   ;Filtro    ;Terminado                               ;21122015      ;133422;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
071566262 ;      468963;   ;pago      ;inicio                                  ;21122015      ;133422;200.55.212.170 ;OK ;597026007976        ;Parseo realizado                                                        
071566262 ;      468963;   ;pago      ;https://certificacion.webpay.cl         ;21122015      ;133422;200.55.212.170 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
071566262 ;      468963;   ;pago      ;https://certificacion.webpay.cl         ;21122015      ;133422;200.55.212.170 ;OK ;597026007976        ;Mac generado                                                            
071566262 ;      468963;   ;pago      ;https://certificacion.webpay.cl         ;21122015      ;133422;200.55.212.170 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
071566262 ;      468963;   ;pago      ;https://certificacion.webpay.cl         ;21122015      ;133422;200.55.212.170 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
071566262 ;      468963;   ;pago      ;https://certificacion.webpay.cl         ;21122015      ;133422;200.55.212.170 ;OK ;597026007976        ;Datos listos para ser enviados                                          
071566262 ;      468963;   ;pago      ;https://certificacion.webpay.cl         ;21122015      ;133422;200.55.212.170 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
071566262 ;      468963;   ;pago      ;https://certificacion.webpay.cl         ;21122015      ;133422;200.55.212.170 ;OK ;597026007976        ;Datos validados                                                         
071566262 ;      468963;   ;pago      ;https://certificacion.webpay.cl         ;21122015      ;133422;200.55.212.170 ;OK ;597026007976        ;Token=e3b8477ab63b55eca1a727dcde00d0af92729a9995a8cb89f0cf471b96cd98b1  
071566262 ;      468963;   ;pago      ;https://certificacion.webpay.cl         ;21122015      ;133422;200.55.212.170 ;OK ;597026007976        ;Redireccion web                                                         
071566262 ;      468963;   ;pago      ;https://certificacion.webpay.cl         ;21122015      ;133422;200.55.212.170 ;OK ;597026007976        ;Todo OK                                                                 
          ;      468998;   ;resultado ;Desencriptando                          ;21122015      ;133451;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;      468998;   ;resultado ;Validacion                              ;21122015      ;133451;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;      468998;   ;resultado ;30070                                   ;21122015      ;133451;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;      468998;   ;resultado ;30070                                   ;21122015      ;133451;200.10.12.55   ;OK ;                    ;http://staging.booksandbits.cl/compras/cierre                           
71566262  ;      468998;   ;transacc  ;71566262                                ;21122015      ;133451;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
71566262  ;      468998;   ;resultado ;logro abrir_conexion                    ;21122015      ;133451;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
71566262  ;      468998;   ;transacc  ;71566262                                ;21122015      ;133451;200.10.12.55   ;OK ;597026007976        ;POST a url http://staging.booksandbits.cl/compras/cierre                
71566262  ;      468998;   ;transacc  ;71566262                                ;21122015      ;133451;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;      469001;   ;check_mac ;                                        ;21122015      ;133452;190.107.176.19 ;OK ;                    ;Todo OK                                                                 
71566262  ;      468998;   ;transacc  ;71566262                                ;21122015      ;133452;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
71566262  ;      468998;   ;resultado ;30070                                   ;21122015      ;133452;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
71566262  ;      468998;   ;resultado ;30070                                   ;21122015      ;133452;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
71566262  ;      468998;   ;resultado ;30070                                   ;21122015      ;133452;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
