          ;      698088;   ;Filtro    ;Inicio                                  ;13112015      ;102130;200.28.251.27  ;OK ;                    ;Inicio de filtrado                                                      
          ;      698088;   ;Filtro    ;tbk_param.txt                           ;13112015      ;102130;200.28.251.27  ;OK ;                    ;Archivo parseado                                                        
          ;      698088;   ;Filtro    ;Terminado                               ;13112015      ;102130;200.28.251.27  ;OK ;                    ;Datos Filtrados con exito                                               
742089070 ;      698088;   ;pago      ;inicio                                  ;13112015      ;102130;200.28.251.27  ;OK ;597028913028        ;Parseo realizado                                                        
742089070 ;      698088;   ;pago      ;https://webpay.transbank.cl             ;13112015      ;102130;200.28.251.27  ;OK ;597028913028        ;Datos en datos/tbk_config.dat                                           
742089070 ;      698088;   ;pago      ;https://webpay.transbank.cl             ;13112015      ;102130;200.28.251.27  ;OK ;597028913028        ;Mac generado                                                            
742089070 ;      698088;   ;pago      ;https://webpay.transbank.cl             ;13112015      ;102130;200.28.251.27  ;OK ;597028913028        ;Construccion TBK_PARAM                                                  
742089070 ;      698088;   ;pago      ;https://webpay.transbank.cl             ;13112015      ;102130;200.28.251.27  ;OK ;597028913028        ;TBK_PARAM encriptado                                                    
742089070 ;      698088;   ;pago      ;https://webpay.transbank.cl             ;13112015      ;102130;200.28.251.27  ;OK ;597028913028        ;Datos listos para ser enviados                                          
742089070 ;      698088;   ;pago      ;https://webpay.transbank.cl             ;13112015      ;102130;200.28.251.27  ;OK ;597028913028        ;Medio 1: Transaccion segura                                             
742089070 ;      698088;   ;pago      ;https://webpay.transbank.cl             ;13112015      ;102133;200.28.251.27  ;OK ;597028913028        ;Datos validados                                                         
742089070 ;      698088;   ;pago      ;https://webpay.transbank.cl             ;13112015      ;102133;200.28.251.27  ;OK ;597028913028        ;Token=e2481622ad5473623d522bd2d37902a0f1eee92932e61d84263fd8146c54537b  
742089070 ;      698088;   ;pago      ;https://webpay.transbank.cl             ;13112015      ;102133;200.28.251.27  ;OK ;597028913028        ;Redireccion web                                                         
742089070 ;      698088;   ;pago      ;https://webpay.transbank.cl             ;13112015      ;102133;200.28.251.27  ;OK ;597028913028        ;Todo OK                                                                 
          ;      698685;   ;Filtro    ;Inicio                                  ;13112015      ;102716;200.28.251.27  ;OK ;                    ;Inicio de filtrado                                                      
          ;      698685;   ;Filtro    ;tbk_param.txt                           ;13112015      ;102716;200.28.251.27  ;OK ;                    ;Archivo parseado                                                        
          ;      698685;   ;Filtro    ;Terminado                               ;13112015      ;102716;200.28.251.27  ;OK ;                    ;Datos Filtrados con exito                                               
742123649 ;      698685;   ;pago      ;inicio                                  ;13112015      ;102716;200.28.251.27  ;OK ;597028913028        ;Parseo realizado                                                        
