          ;      888428;   ;Filtro    ;Inicio                                  ;10082017      ;173628;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      888428;   ;Filtro    ;tbk_param.txt                           ;10082017      ;173628;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      888428;   ;Filtro    ;Terminado                               ;10082017      ;173628;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
240098850 ;      888428;   ;pago      ;inicio                                  ;10082017      ;173628;200.55.212.170 ;OK ;597032286941        ;Parseo realizado                                                        
240098850 ;      888428;   ;pago      ;https://webpay.transbank.cl             ;10082017      ;173628;200.55.212.170 ;OK ;597032286941        ;Datos en datos/tbk_config.dat                                           
240098850 ;      888428;   ;pago      ;https://webpay.transbank.cl             ;10082017      ;173628;200.55.212.170 ;OK ;597032286941        ;Mac generado                                                            
240098850 ;      888428;   ;pago      ;https://webpay.transbank.cl             ;10082017      ;173628;200.55.212.170 ;OK ;597032286941        ;Construccion TBK_PARAM                                                  
240098850 ;      888428;   ;pago      ;https://webpay.transbank.cl             ;10082017      ;173628;200.55.212.170 ;OK ;597032286941        ;TBK_PARAM encriptado                                                    
240098850 ;      888428;   ;pago      ;https://webpay.transbank.cl             ;10082017      ;173628;200.55.212.170 ;OK ;597032286941        ;Datos listos para ser enviados                                          
240098850 ;      888428;   ;pago      ;https://webpay.transbank.cl             ;10082017      ;173628;200.55.212.170 ;OK ;597032286941        ;Medio 1: Transaccion segura                                             
240098850 ;      888428;   ;pago      ;https://webpay.transbank.cl             ;10082017      ;173630;200.55.212.170 ;OK ;597032286941        ;Datos validados                                                         
240098850 ;      888428;   ;pago      ;https://webpay.transbank.cl             ;10082017      ;173630;200.55.212.170 ;OK ;597032286941        ;Token=ea90353a7ce8fe6d1a2e19335d8b9f9ab0c51740b16079b618ff60c36aadab0f  
240098850 ;      888428;   ;pago      ;https://webpay.transbank.cl             ;10082017      ;173630;200.55.212.170 ;OK ;597032286941        ;Redireccion web                                                         
240098850 ;      888428;   ;pago      ;https://webpay.transbank.cl             ;10082017      ;173630;200.55.212.170 ;OK ;597032286941        ;Todo OK                                                                 
