          ;      698167;   ;Filtro    ;Inicio                                  ;22122015      ;170558;190.101.74.63  ;OK ;                    ;Inicio de filtrado                                                      
          ;      698167;   ;Filtro    ;tbk_param.txt                           ;22122015      ;170558;190.101.74.63  ;OK ;                    ;Archivo parseado                                                        
          ;      698167;   ;Filtro    ;Terminado                               ;22122015      ;170558;190.101.74.63  ;OK ;                    ;Datos Filtrados con exito                                               
081475831 ;      698167;   ;pago      ;inicio                                  ;22122015      ;170558;190.101.74.63  ;OK ;597026007976        ;Parseo realizado                                                        
081475831 ;      698167;   ;pago      ;https://certificacion.webpay.cl         ;22122015      ;170558;190.101.74.63  ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
081475831 ;      698167;   ;pago      ;https://certificacion.webpay.cl         ;22122015      ;170558;190.101.74.63  ;OK ;597026007976        ;Mac generado                                                            
081475831 ;      698167;   ;pago      ;https://certificacion.webpay.cl         ;22122015      ;170558;190.101.74.63  ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
081475831 ;      698167;   ;pago      ;https://certificacion.webpay.cl         ;22122015      ;170558;190.101.74.63  ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
081475831 ;      698167;   ;pago      ;https://certificacion.webpay.cl         ;22122015      ;170558;190.101.74.63  ;OK ;597026007976        ;Datos listos para ser enviados                                          
081475831 ;      698167;   ;pago      ;https://certificacion.webpay.cl         ;22122015      ;170558;190.101.74.63  ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
081475831 ;      698167;   ;pago      ;https://certificacion.webpay.cl         ;22122015      ;170558;190.101.74.63  ;OK ;597026007976        ;Datos validados                                                         
081475831 ;      698167;   ;pago      ;https://certificacion.webpay.cl         ;22122015      ;170558;190.101.74.63  ;OK ;597026007976        ;Token=e6399751f7e86ec09d362636a6aa87a2be6ff55b189dd495bdbaac5bcc4db9f7  
081475831 ;      698167;   ;pago      ;https://certificacion.webpay.cl         ;22122015      ;170558;190.101.74.63  ;OK ;597026007976        ;Redireccion web                                                         
081475831 ;      698167;   ;pago      ;https://certificacion.webpay.cl         ;22122015      ;170558;190.101.74.63  ;OK ;597026007976        ;Todo OK                                                                 
          ;      698246;   ;resultado ;Desencriptando                          ;22122015      ;170625;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;      698246;   ;resultado ;Validacion                              ;22122015      ;170625;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;      698246;   ;resultado ;30071                                   ;22122015      ;170625;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;      698246;   ;resultado ;30071                                   ;22122015      ;170625;200.10.12.55   ;OK ;                    ;http://staging.booksandbits.cl/compras/cierre                           
81475831  ;      698246;   ;transacc  ;81475831                                ;22122015      ;170625;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
81475831  ;      698246;   ;resultado ;logro abrir_conexion                    ;22122015      ;170625;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
81475831  ;      698246;   ;transacc  ;81475831                                ;22122015      ;170625;200.10.12.55   ;OK ;597026007976        ;POST a url http://staging.booksandbits.cl/compras/cierre                
81475831  ;      698246;   ;transacc  ;81475831                                ;22122015      ;170625;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;      698249;   ;check_mac ;                                        ;22122015      ;170625;190.107.176.19 ;OK ;                    ;Todo OK                                                                 
81475831  ;      698246;   ;transacc  ;81475831                                ;22122015      ;170625;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
81475831  ;      698246;   ;resultado ;30071                                   ;22122015      ;170625;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
81475831  ;      698246;   ;resultado ;30071                                   ;22122015      ;170625;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
81475831  ;      698246;   ;resultado ;30071                                   ;22122015      ;170625;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
