          ;      727329;   ;Filtro    ;Inicio                                  ;17122015      ;092947;190.101.74.63  ;OK ;                    ;Inicio de filtrado                                                      
          ;      727329;   ;Filtro    ;tbk_param.txt                           ;17122015      ;092947;190.101.74.63  ;OK ;                    ;Archivo parseado                                                        
          ;      727329;   ;Filtro    ;Terminado                               ;17122015      ;092947;190.101.74.63  ;OK ;                    ;Datos Filtrados con exito                                               
035538792 ;      727329;   ;pago      ;inicio                                  ;17122015      ;092947;190.101.74.63  ;OK ;597026007976        ;Parseo realizado                                                        
035538792 ;      727329;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;092947;190.101.74.63  ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
035538792 ;      727329;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;092947;190.101.74.63  ;OK ;597026007976        ;Mac generado                                                            
035538792 ;      727329;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;092947;190.101.74.63  ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
035538792 ;      727329;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;092947;190.101.74.63  ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
035538792 ;      727329;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;092947;190.101.74.63  ;OK ;597026007976        ;Datos listos para ser enviados                                          
035538792 ;      727329;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;092947;190.101.74.63  ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
035538792 ;      727329;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;092948;190.101.74.63  ;OK ;597026007976        ;Datos validados                                                         
035538792 ;      727329;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;092948;190.101.74.63  ;OK ;597026007976        ;Token=ed397abbc48cbee6215e9d63b8960938d92f586d70d93715f1cb824dc899eda0  
035538792 ;      727329;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;092948;190.101.74.63  ;OK ;597026007976        ;Redireccion web                                                         
035538792 ;      727329;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;092948;190.101.74.63  ;OK ;597026007976        ;Todo OK                                                                 
          ;      727490;   ;resultado ;Desencriptando                          ;17122015      ;093025;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;      727490;   ;resultado ;Validacion                              ;17122015      ;093025;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;      727490;   ;resultado ;30068                                   ;17122015      ;093025;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;      727490;   ;resultado ;30068                                   ;17122015      ;093025;200.10.12.55   ;OK ;                    ;http://staging.booksandbits.cl/compras/cierre                           
35538792  ;      727490;   ;transacc  ;35538792                                ;17122015      ;093025;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
35538792  ;      727490;   ;resultado ;logro abrir_conexion                    ;17122015      ;093025;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
35538792  ;      727490;   ;transacc  ;35538792                                ;17122015      ;093025;200.10.12.55   ;OK ;597026007976        ;POST a url http://staging.booksandbits.cl/compras/cierre                
35538792  ;      727490;   ;transacc  ;35538792                                ;17122015      ;093025;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;      727493;   ;check_mac ;                                        ;17122015      ;093026;190.107.176.19 ;OK ;                    ;Todo OK                                                                 
35538792  ;      727490;   ;transacc  ;35538792                                ;17122015      ;093026;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
35538792  ;      727490;   ;resultado ;30068                                   ;17122015      ;093026;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
35538792  ;      727490;   ;resultado ;30068                                   ;17122015      ;093026;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
35538792  ;      727490;   ;resultado ;30068                                   ;17122015      ;093026;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
          ;      735675;   ;Filtro    ;Inicio                                  ;17122015      ;103149;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      735675;   ;Filtro    ;tbk_param.txt                           ;17122015      ;103149;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      735675;   ;Filtro    ;Terminado                               ;17122015      ;103149;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
035910926 ;      735675;   ;pago      ;inicio                                  ;17122015      ;103149;200.55.212.170 ;OK ;597026007976        ;Parseo realizado                                                        
035910926 ;      735675;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;103149;200.55.212.170 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
035910926 ;      735675;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;103149;200.55.212.170 ;OK ;597026007976        ;Mac generado                                                            
035910926 ;      735675;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;103149;200.55.212.170 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
035910926 ;      735675;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;103149;200.55.212.170 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
035910926 ;      735675;   ;pago      ;https://certificacion.webpay.cl         ;17122015      ;103149;200.55.212.170 ;OK ;597026007976        ;Datos listos para ser enviados                                          
