          ;      157400;   ;Filtro    ;Inicio                                  ;26072017      ;120639;201.236.135.68 ;OK ;                    ;Inicio de filtrado                                                      
          ;      157400;   ;Filtro    ;tbk_param.txt                           ;26072017      ;120639;201.236.135.68 ;OK ;                    ;Archivo parseado                                                        
          ;      157400;   ;Filtro    ;Terminado                               ;26072017      ;120639;201.236.135.68 ;OK ;                    ;Datos Filtrados con exito                                               
108519932 ;      157400;   ;pago      ;inicio                                  ;26072017      ;120639;201.236.135.68 ;OK ;597032286941        ;Parseo realizado                                                        
108519932 ;      157400;   ;pago      ;https://webpay.transbank.cl             ;26072017      ;120639;201.236.135.68 ;OK ;597032286941        ;Datos en datos/tbk_config.dat                                           
108519932 ;      157400;   ;pago      ;https://webpay.transbank.cl             ;26072017      ;120639;201.236.135.68 ;OK ;597032286941        ;Mac generado                                                            
108519932 ;      157400;   ;pago      ;https://webpay.transbank.cl             ;26072017      ;120639;201.236.135.68 ;OK ;597032286941        ;Construccion TBK_PARAM                                                  
108519932 ;      157400;   ;pago      ;https://webpay.transbank.cl             ;26072017      ;120639;201.236.135.68 ;OK ;597032286941        ;TBK_PARAM encriptado                                                    
108519932 ;      157400;   ;pago      ;https://webpay.transbank.cl             ;26072017      ;120639;201.236.135.68 ;OK ;597032286941        ;Datos listos para ser enviados                                          
108519932 ;      157400;   ;pago      ;https://webpay.transbank.cl             ;26072017      ;120639;201.236.135.68 ;OK ;597032286941        ;Medio 1: Transaccion segura                                             
108519932 ;      157400;   ;pago      ;https://webpay.transbank.cl             ;26072017      ;120639;201.236.135.68 ;OK ;597032286941        ;Datos validados                                                         
108519932 ;      157400;   ;pago      ;https://webpay.transbank.cl             ;26072017      ;120639;201.236.135.68 ;OK ;597032286941        ;Token=eebb7c4f0ff2af57bd90f71eaba38078f266263f7add05655d0af7ae756521e1  
108519932 ;      157400;   ;pago      ;https://webpay.transbank.cl             ;26072017      ;120639;201.236.135.68 ;OK ;597032286941        ;Redireccion web                                                         
108519932 ;      157400;   ;pago      ;https://webpay.transbank.cl             ;26072017      ;120639;201.236.135.68 ;OK ;597032286941        ;Todo OK                                                                 
